CPU Name,Brand,Generation,Series,Socket,Cores,Threads,GHz,TDP,Price,Link,Store,Model,Image URL
"Intel Core i5-12400F (6C/12T, 2.50 GHz, 18MB Cache, LGA1700, 65W), TRAY",Intel,12th,i5,LGA1700,6,12,2.5,65W,116.03,https://www.dateks.lv/cenas/procesori-intel/890645-intel-core-i5-12400f-6c-12t-2-50-ghz-18mb-cache-lga1700-65w-tray,Dateks,Core i5-12400F,https://www.dateks.lv/images/pic/1200/1200/383/1121.jpg
"Intel Core i5-12600KF (6P+4E/16T, 3.70 GHz, 20MB Cache, LGA1700, 125W), TRAY",Intel,12th,i5,LGA1700,10,16,3.7,125W,164.41,https://www.dateks.lv/cenas/procesori-intel/821677-intel-core-i5-12600kf-6p-4e-16t-3-70-ghz-20mb-cache-lga1700-125w-tray,Dateks,Core i5-12600KF,https://www.dateks.lv/images/pic/1200/1200/383/1121.jpg
"Intel Core i5-14600KF (6P+8E/20T, 3.50 GHz, 24 MB Cache, LGA1700, 125W) , TRAY",Intel,14th,i5,LGA1700,14,20,3.5,125W,199.81,https://www.dateks.lv/cenas/procesori-intel/1013267-intel-core-i5-14600kf-6p-8e-20t-3-50-ghz-24-mb-cache-lga1700-125w-tray,Dateks,Core i5-14600KF,https://www.dateks.lv/images/pic/1200/1200/261/1307.jpg
"Intel Core i5-13600KF (6P+8E/20T, 3.50 GHz, 24 MB Cache, LGA1700, 125W), TRAY",Intel,13th,i5,LGA1700,14,20,3.5,125W,209.73,https://www.dateks.lv/cenas/procesori-intel/911680-intel-core-i5-13600kf-6p-8e-20t-3-50-ghz-24-mb-cache-lga1700-125w-tray,Dateks,Core i5-13600KF,https://www.dateks.lv/images/pic/1200/1200/261/1307.jpg
"Intel Core i5-14600K (6P+8E/20T, 3.50 GHz, 24 MB Cache, LGA1700, 125W) , TRAY",Intel,14th,i5,LGA1700,14,20,3.5,125W,242.1,https://www.dateks.lv/cenas/procesori-intel/1013220-intel-core-i5-14600k-6p-8e-20t-3-50-ghz-24-mb-cache-lga1700-125w-tray,Dateks,Core i5-14600K,https://www.dateks.lv/images/pic/1200/1200/261/1307.jpg
"Intel Core i7-12700KF (8P+4E/20T, 3.60 GHz, 25MB Cache, LGA1700, 125W), TRAY",Intel,12th,i7,LGA1700,12,20,3.6,125W,250.84,https://www.dateks.lv/cenas/procesori-intel/810886-intel-core-i7-12700kf-8p-4e-20t-3-60-ghz-25mb-cache-lga1700-125w-tray,Dateks,Core i7-12700KF,https://www.dateks.lv/images/pic/1200/1200/925/1085.jpg
"Intel Core i7-14700KF (8P+12E/28T, 3.40 GHz, 33 MB Cache, LGA1700, 125W) , TRAY",Intel,14th,i7,LGA1700,20,28,3.4,125W,348.91,https://www.dateks.lv/cenas/procesori-intel/1013268-intel-core-i7-14700kf-8p-12e-28t-3-40-ghz-33-mb-cache-lga1700-125w-tray,Dateks,Core i7-14700KF,https://www.dateks.lv/images/pic/1200/1200/260/1307.jpg
"Intel Core i7-14700K (8P+12E/28T, 3.40 GHz, 33 MB Cache, LGA1700, 125W) , TRAY",Intel,14th,i7,LGA1700,20,28,3.4,125W,418.18,https://www.dateks.lv/cenas/procesori-intel/1013221-intel-core-i7-14700k-8p-12e-28t-3-40-ghz-33-mb-cache-lga1700-125w-tray,Dateks,Core i7-14700K,https://www.dateks.lv/images/pic/1200/1200/260/1307.jpg
"Intel Core i9-14900KF (8P+16E/32T, 3.20 GHz, 36 MB Cache, LGA1700, 125W) , TRAY",Intel,14th,i9,LGA1700,24,32,3.2,125W,457.02,https://www.dateks.lv/cenas/procesori-intel/1013270-intel-core-i9-14900kf-8p-16e-32t-3-20-ghz-36-mb-cache-lga1700-125w-tray,Dateks,Core i9-14900KF,https://www.dateks.lv/images/pic/1200/1200/259/1307.jpg
"Intel Core i9-14900K (8P+16E/32T, 3.20 GHz, 36 MB Cache, LGA1700, 125W)",Intel,14th,i9,LGA1700,24,32,3.2,125W,494.91,https://www.dateks.lv/cenas/procesori-intel/1012836-intel-core-i9-14900k-8p-16e-32t-3-20-ghz-36-mb-cache-lga1700-125w-,Dateks,Core i9-14900K,https://www.dateks.lv/images/pic/1200/1200/367/1518.jpg
"Intel Core i5-14400 (6P+4E/16T, 2.5 GHz, 20 MB Cache, LGA1700, 65W)",Intel,14th,i5,LGA1700,10,16,2.5,65W,32.17,https://www.dateks.lv/cenas/procesori-intel/1050264-intel-core-i5-14400-6p-4e-16t-2-5-ghz-20-mb-cache-lga1700-65w-,Dateks,Core i5-14400,https://www.dateks.lv/images/pic/1200/1200/226/1574.jpg
"Intel Core i5-14500 (6P+8E/20T, 2.6 GHz, 24 MB Cache, LGA1700, 65W)",Intel,14th,i5,LGA1700,14,20,2.6,65W,32.17,https://www.dateks.lv/cenas/procesori-intel/1050266-intel-core-i5-14500-6p-8e-20t-2-6-ghz-24-mb-cache-lga1700-65w-,Dateks,Core i5-14500,https://www.dateks.lv/images/pic/1200/1200/226/1574.jpg
